Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Beyond The Slice,3.4,"Bakery, Desserts",₹100 for one,43 min,Restaurant partner follows WHO protocol,Agra
Agarwal Sweets & Dairy,4,"Mithai, Street Food",₹100 for one,51 min,Follows all Max Safety measures to ensure your food is safe,Agra
Curry Patta,4.2,"South Indian, Fast Food",₹200 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Agra
Daddy Plz Pizza,3.7,"Pizza, Fast Food",₹200 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Agra
Pind Balluchi,3.9,"North Indian, Mughlai, Chinese, Desserts",₹200 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Agra
Good Indian Home Food,4.1,"North Indian, Street Food, Beverages",₹200 for one,45 min,Restaurant partner follows WHO protocol,Agra
Burger Chef,4.2,"Pizza, Burger, Sandwich, Wraps, Fast Food, Street Food, Beverages",₹200 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Agra
GetAWay - Ice Creams & Desserts,4.3,"Ice Cream, Healthy Food, Desserts, Bakery",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Agra
Behrouz Biryani,4.3,"Biryani, Kebab, Hyderabadi, Lucknowi",₹200 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Agra
Biryani & Kebab by Zahid Foods,4,"North Indian, Biryani, Lebanese, Mughlai, Chinese, Desserts",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Agra
Momocult,4.2,"Fast Food, Chinese, Momos",₹200 for one,38 min,Restaurant partner follows WHO protocol,Agra
Spicy Wonder,3.9,"North Indian, Fast Food, Chinese, Continental",₹200 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Agra
Barbeque Nation,4,"BBQ, North Indian, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",₹200 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Agra
Anand Hi Anand,3.9,North Indian,₹200 for one,31 min,Restaurant partner follows WHO protocol,Agra
V & S Maggie Point,3.6,Fast Food,₹100 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Agra
South Story,3.3,South Indian,₹100 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Agra
Cake Shake And Cafe,3.6,"Bakery, Chinese, South Indian, Pizza, Fast Food, Street Food, Shake, Beverages",₹100 for one,35 min,Restaurant partner follows WHO protocol,Agra
Om Restaurant,4,North Indian,₹100 for one,27 min,Restaurant partner follows WHO protocol,Agra
The Urban Egg,3.9,"Rolls, Fast Food, Chinese, Sandwich, Beverages",₹100 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Agra
Berco's - If You Love Chinese,4.3,"Asian, Thai, Chinese, Momos, Seafood, Desserts, Beverages",₹100 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Agra
Starbucks Coffee,4.2,"Cafe, Coffee, Fast Food",₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Agra
Cha Maska,4.1,"Fast Food, Street Food, Shake, Tea, Coffee, Beverages",₹100 for one,34 min,Restaurant partner follows WHO protocol,Agra
Shree Ram Dhaba - Pure Veg,3.4,North Indian,₹100 for one,36 min,Restaurant partner follows WHO protocol,Agra
Dear Shoppy,4.1,"Fast Food, Sichuan",₹100 for one,42 min,Restaurant partner follows WHO protocol,Agra
Cheesy Bees,3.7,"Fast Food, Chinese, Italian, Pizza, Burger, Sandwich, Beverages",₹100 for one,48 min,Follows all Max Safety measures to ensure your food is safe,Agra
Al Zameer Restaurant,3.9,"North Indian, Mughlai",₹100 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Agra
Grameen Kulfi,4.5,"Ice Cream, Desserts",₹100 for one,21 min,Restaurant partner follows WHO protocol,Agra
Sweet Truth - Cake and Desserts,4.3,"Desserts, Bakery, Ice Cream",₹100 for one,28 min,Restaurant partner follows WHO protocol,Agra
Oven Story Pizza - Standout Toppings,4.2,"Pizza, Fast Food",₹100 for one,36 min,Restaurant partner follows WHO protocol,Agra
Anna Ka Dosa,3.7,South Indian,₹100 for one,53 min,Follows all Max Safety measures to ensure your food is safe,Agra
Bhadawar Hotel,4,"Fast Food, North Indian",₹100 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Agra
Gupta Bakery & Sweet Shop,4.1,"Bakery, Fast Food",₹100 for one,14 min,Follows all Max Safety measures to ensure your food is safe,Agra
Momozilla,3.9,"Momos, North Indian",₹100 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Agra
Cafe Coffee Day,3.9,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",₹100 for one,20 min,Follows all Max Safety measures to ensure your food is safe,Agra
Kings,3.5,"Burger, Sandwich, Rolls",₹100 for one,39 min,Restaurant partner follows WHO protocol,Agra
Chopstix,4.3,"Chinese, Fast Food, Seafood",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Agra
Nawabi Foods,4.1,"Mughlai, North Indian, Kebab, Biryani",₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Agra
Anand Foods,4.2,Bakery,₹100 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Agra
Dehaat City,3.8,"North Indian, Chinese, Mughlai, Salad, Momos, Fast Food, Street Food, Beverages",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Agra
The Park Restaurant,4.1,"North Indian, Chinese, Continental, Mughlai, Beverages, Biryani",₹150 for one,23 min,Restaurant partner follows WHO protocol,Agra
The Cake Hub,3.2,"Bakery, Desserts",₹150 for one,32 min,Restaurant partner follows WHO protocol,Agra
Sai Food Corner,3.3,"Burger, Sandwich, Pizza, Fast Food, Bakery",₹150 for one,50 min,Follows all Max Safety measures to ensure your food is safe,Agra
D Lunch Time,4.3,North Indian,₹150 for one,46 min,Follows all Max Safety measures to ensure your food is safe,Agra
Pape Ka Dhabha,4.4,"North Indian, Mughlai",₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Agra
Rajshtani Home Food,3.8,Rajasthani,₹150 for one,60 min,Follows all Max Safety measures to ensure your food is safe,Agra
Jenith Fast Food,4,"North Indian, South Indian, Continental",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sharma Pavitra Bhojnalya,3.7,North Indian,₹150 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Agra
Shri Bankey Bihari Ji Fast Food Corner,4,"North Indian, Street Food",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Agra
Lakshmi Vilas,4.2,"South Indian, Chinese, Tea, Shake, Desserts",₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Agra
Shyam Ji Dubey Ji Ka Dhaba,3.7,"North Indian, Street Food",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Agra
Mama Mutton Chicken Bhandhar,3.3,North Indian,₹150 for one,58 min,Restaurant partner follows WHO protocol,Agra
UBQ by Barbeque Nation,4,"BBQ, North Indian, Chinese, Street Food, Kebab, Beverages, Desserts",₹150 for one,43 min,Restaurant partner follows WHO protocol,Agra
Mr Rice Box,3.5,"North Indian, Beverages, Biryani",₹150 for one,46 min,Restaurant partner follows WHO protocol,Agra
Dreams Bakers Paradise,3.4,"Bakery, Burger, Pizza, Sandwich, Fast Food, Rolls, Pasta",₹150 for one,40 min,Restaurant partner follows WHO protocol,Agra
Sips And Bites,4.1,"Sandwich, Burger, Pizza, Fast Food, Shake, North Indian",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Agra
The Forest,3.6,"North Indian, Italian, Chinese",₹150 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Agra
Winni Cakes & More,3.5,"Bakery, Desserts, Pizza, Sandwich, Wraps, Pasta, Waffle, Beverages",₹150 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Agra
Tandoori Island,4,"North Indian, Chinese",₹150 for one,50 min,Follows all Max Safety measures to ensure your food is safe,Agra
Chaat Le,3.6,"Street Food, Fast Food",₹150 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Agra
MBA Chai Wala,3.6,"Tea, Shake, Beverages, Burger, Pizza, Fast Food, Street Food, Desserts",₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Agra
THK- Tomars Hygiene Kitchen,4.3,"North Indian, Biryani, Chinese",₹150 for one,36 min,Restaurant partner follows WHO protocol,Agra
Dasaprakash - A South Indian Cafe,3.4,"South Indian, North Indian",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Agra
Dandigul Food Circle,3.7,"Biryani, South Indian, Chinese, Street Food",₹150 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Agra
Suraj Chowmein Bhandar And Egg Corner,3.5,"Chinese, Street Food",₹150 for one,46 min,Restaurant partner follows WHO protocol,Agra
Havmor Havfunn Ice Cream,4.5,Ice Cream,₹150 for one,30 min,Restaurant partner follows WHO protocol,Agra
Jain Cake Wakers,3.6,"Bakery, Fast Food, Rolls, Desserts, Beverages",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Agra
Rajendra Sweets Online,4.5,Mithai,₹150 for one,30 min,Restaurant partner follows WHO protocol,Agra
Achman Foods,4.2,"North Indian, South Indian, Street Food, Desserts, Beverages",₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Agra
Newcastle Cafe & Restaurant,3.7,"North Indian, Fast Food, Chinese, Kebab, Sushi, Seafood, Pizza, Pasta",₹150 for one,52 min,Follows all Max Safety measures to ensure your food is safe,Agra
Hello Anna,4.1,"South Indian, Chinese, Fast Food, Street Food, Ice Cream, Shake",₹150 for one,44 min,Restaurant partner follows WHO protocol,Agra
Dasaprakash,4.2,"South Indian, North Indian, Continental, Chinese, Beverages",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Agra
Farzi Rasoi,4,"North Indian, Chinese, Fast Food, Desserts",₹150 for one,33 min,Restaurant partner follows WHO protocol,Agra
Wok,4,"Chinese, Asian, Sushi, Rolls",₹150 for one,55 min,Follows all Max Safety measures to ensure your food is safe,Agra
Marwari Rasoi By Hotel Marwari,3.7,North Indian,₹150 for one,20 min,Follows all Max Safety measures to ensure your food is safe,Agra
Freaky Burger,4.4,"Burger, Fast Food, Beverages, Pizza, Sandwich",₹150 for one,48 min,Follows all Max Safety measures to ensure your food is safe,Agra
Tipsy Grill,3.7,"Burger, Fast Food, Desserts, Waffle, Beverages",₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Agra
Why Not Momos,3.4,Momos,₹150 for one,52 min,Follows all Max Safety measures to ensure your food is safe,Agra
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.1,"Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",₹150 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sagra,3.9,Bakery,₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sai Food Plaza,3.2,"Bakery, Pizza, Fast Food, Desserts",₹150 for one,39 min,Restaurant partner follows WHO protocol,Agra
Anna Samrat Restaurant,3.7,"South Indian, North Indian, Chinese, Ice Cream, Beverages",₹150 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sams Ristorante Pizzeria,4.2,"Pizza, Burger, Fast Food",₹150 for one,46 min,Restaurant partner follows WHO protocol,Agra
LOC - Lots Of Chicken,3.7,"North Indian, Mughlai, Biryani",₹150 for one,44 min,Follows all Max Safety measures to ensure your food is safe,Agra
Rambabu Ke Parathe,4.1,North Indian,₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sagra Bakers,4.3,"Bakery, Fast Food",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Agra
Babulal's,3.7,"Biryani, Sandwich, Street Food",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Agra
Ashoka Bar,4.2,North Indian,₹250 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Agra
Thali Company,4,"North Indian, Desserts",₹250 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Agra
Pizza Day,3.4,"Fast Food, Pizza, Burger, Shake",₹250 for one,32 min,Restaurant partner follows WHO protocol,Agra
Agarwal Restaurant Sweets And Dairy,3.8,"North Indian, South Indian, Fast Food, Desserts, Chinese, Beverages",₹250 for one,48 min,Restaurant partner follows WHO protocol,Agra
Cake Golden,3.1,Bakery,₹250 for one,34 min,Restaurant partner follows WHO protocol,Agra
The Chef Thali Wala,3.7,North Indian,₹250 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Agra
Radha Krishna Ki Rasoi,4.2,"North Indian, Street Food",₹250 for one,51 min,Follows all Max Safety measures to ensure your food is safe,Agra
Bansal Tiffin Centre,4.3,North Indian,₹250 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sonu Chowmein Center,3.7,"Fast Food, South Indian",₹250 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Agra
Shri Ram Restaurant Faluda Corner,4.3,"Fast Food, Desserts, North Indian, Chinese, South Indian, Beverages",₹250 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sub & Bites,4.1,"Italian, Fast Food, Beverages",₹250 for one,35 min,Restaurant partner follows WHO protocol,Agra
Bhagwan Cake And Bake,3.5,"Bakery, Desserts",₹250 for one,39 min,Restaurant partner follows WHO protocol,Agra
Bansal Sweets,4.1,Mithai,₹150 for one,23 min,Restaurant partner follows WHO protocol,Agra
Punjabi Tadka Dhaba,3.7,North Indian,₹150 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Agra
Sadda Adda,3.7,"North Indian, Chinese, Fast Food, Desserts",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Agra
The Royal Biryani By Jahanpanah,4,"Biryani, Kebab, North Indian",₹150 for one,48 min,Follows all Max Safety measures to ensure your food is safe,Agra
Xero Degrees,4.2,"Cafe, Coffee, Beverages, Continental, Sandwich, Fast Food, Salad, Waffle",₹150 for one,34 min,Restaurant partner follows WHO protocol,Agra
Siya Dhaba & Restaurant,4,North Indian,₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Agra
Food Adda,3.9,"Burger, Pizza, Sandwich, Fast Food, Desserts, Beverages",₹150 for one,48 min,Restaurant partner follows WHO protocol,Agra
Custom Bakery,3.7,"Bakery, Pizza, Momos",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Agra
Pizza Box,3.9,"Burger, Sandwich, Pizza, Fast Food, Street Food, Beverages",₹150 for one,40 min,Follows all Max Safety measures to ensure your food is safe,Agra
Hyderabadi Dum Biryani Point,3.9,"Biryani, Chinese",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Agra
Bijee's Kitchen,4.1,North Indian,₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Agra
LunchBox - Meals and Thalis,4.2,North Indian,₹150 for one,33 min,Restaurant partner follows WHO protocol,Agra
The Tasty Town,3,"North Indian, Pizza, Chinese, Street Food, Beverages",₹150 for one,53 min,Restaurant partner follows WHO protocol,Agra
Munna Lal Sweets,3.8,Mithai,₹150 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Agra
Fat Boys Cafe,4,"Sandwich, Pizza, Fast Food, Chinese, Momos, Pancake, Shake, Beverages",₹150 for one,28 min,Restaurant partner follows WHO protocol,Agra
Homey Meal Preeti's Kitchen,4.1,"Street Food, Fast Food, North Indian",₹150 for one,45 min,Restaurant partner follows WHO protocol,Agra
Chaumos,New,"North Indian, Chinese, Momos, Pasta, Sandwich, Burger, Rolls, Street Food",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Agra
The Shankar Bakers,3.9,"Bakery, Beverages, Fast Food, Desserts",₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Agra
